"","Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
"8212",2001,"Violence against civilians","MPLA:  Popular Movement for the Liberation of Angola (1961-)","Civilians (Angola)","Angola","Uige","Uige",-7.61,15.05,661600,20010620,78.8,"LUANDA",13.23,-8.85,"M"
"6440",2002,"Riots","Protesters (South Africa)","","South Africa","Gauteng Province","Pretoria",-25.74,28.18,682620,20020218,77,"PRETORIA-EENDRACHT",28.18,-25.73,"M"
"31577",2001,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Tana River District","Tana River District",-1.5,39.5,637230,20011005,95.69,"GARISSA",39.63,-0.46,"M"
"22864",2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Uganda)","Sudan","Equatoria","Acholi Mountains",4.08,32.59,636300,20020427,87.8,"GULU",32.33,2.75,"M"
"35355",2004,"Battles","Mutiny of Military Forces of Chad (1990-)","Military Forces of Chad (1990-)","Chad","Chari-Baguirmi","N'Djamena",12.1,15.04,647000,20040516,107.59,"NDJAMENA",15.03,12.13,"H"
"31827",1999,"Battles","Bokora Ethnic Militia (Uganda)","Matheniko Ethnic Group (Uganda)","Uganda","Moroto District","Kalosarich area",2.49,34.66,636120,19990910,96.09,"LODWAR",35.61,3.11,"M"
"9431",1998,"Violence against civilians","MPLA:  Popular Movement for the Liberation of Angola (1961-)","Civilians (Angola)","Angola","Uige","Quimbele",-6.51,16.21,642100,19980526,79.69,"KINSHASA/NDJILI",15.43,-4.38,"C"
"18974",2004,"Riots","Protesters (Namibia)","","Namibia","Windhoek","Windhoek",-22.56,17.08,681100,20040105,85.5,"WINDHOEK",17.1,-22.56,"M"
"34632",2000,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20000617,103.09,"KASSALA",36.4,15.46,"M"
"14542",1999,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Gitega","Colline Kavumu",-3.25,29.85,643870,19991104,82.8,"KIGALI INTL",30.13,-1.96,"M"
"1811",1999,"Violence against civilians","Mayi-Mayi Militia","Civilians (DRC)","Democratic Republic of Congo","Sud-Kivu","Rumonge",-3.18,29.13,637260,19990422,69.3,"KABALE",29.98,-1.25,"C"
"26036",1997,"Battles","Military Forces of Senegal (1981-2000)","MFDC: Movement of Democratic Forces in the Casamance","Senegal","Ziguinchor","Niaguis",12.58,-16.26,616950,19970803,89.8,"ZIGUINCHOR",-16.26,12.55,"M"
"4064",2009,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20090404,73.4,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"6330",1999,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Makamba","Makamba",-4.13,29.79,643870,19990330,77,"KIGALI INTL",30.13,-1.96,"C"
"21319",2008,"Violence against civilians","Unidentified Armed Group (Nigeria)","Civilians (Nigeria)","Nigeria","Benue State","Makurdi",7.73,8.53,651250,20081011,86.5,"ABUJA",7,9.25,"M"
"16191",1998,"Battles","Military Forces of Rwanda (1994-)","Hutu Rebels","Rwanda","Gisenyi","Ramba",-1.86,29.54,643870,19981125,84.19,"KIGALI INTL",30.13,-1.96,"M"
"1927",1997,"Violence against civilians","Protesters (Kenya)","Civilians (Kenya)","Kenya","Laikipia District","Nyahururu",0.03,36.36,637140,19970707,69.8,"NAKURU",36.09,-0.26,"C"
"10365",1999,"Riots","Protesters (DRC)","","Democratic Republic of Congo","Sud-Kivu","Ugoma Mountains",-4,28.75,643870,19990601,80.59,"KIGALI INTL",30.13,-1.96,"M"
"30377",2003,"Battles","PDP: People's Democratic Party Militia (Nigeria)","ANPP: All Nigeria People's Party Militia (Nigeria)","Nigeria","Cross River State","Obubra",6.08,8.31,649100,20030323,94.09,"DOUALA OBS.",9.73,4,"H"
"24455",2006,"Riots","Protesters (South Africa)","Police Forces of South Africa (1999-2008)","South Africa","Mpumalanga Province","Jepp's Reef",-25.71,31.46,682970,20060412,88.69,"KOMATIDRAAI",31.89,-25.51,"M"
"8748",2009,"Battles","Unidentified Armed Group (Prisoners)","Police Forces of South Africa (2009-)","South Africa","KwaZulu-Natal Province","Ananzimtoti",-30.04,30.88,685880,20090522,78.8,"DURBAN INTNL. AIRPO",30.95,-29.96,"M"
"6481",2002,"Riots","","Rioters (Kenya)","Kenya","Nairobi District","Nairobi",-1.28,36.81,637420,20020916,77,"WILSON",36.81,-1.31,"M"
"3257",2003,"Battles","Unidentified Armed Group (Lesotho)","Police Forces of Lesotho (1998-)","Lesotho","Mokhotlong District","Mokhotlong",-29.33,29,685890,20030428,72.3,"GIANTS CASTLE",29.51,-29.26,"M"
"31416",2001,"Violence against civilians","MFDC: Movement of Democratic Forces in the Casamance","Civilians (Senegal)","Senegal","Ziguinchor","Ziguinchor",12.58,-16.26,616950,20010329,95.4,"ZIGUINCHOR",-16.26,12.55,"M"
"15600",2003,"Violence against civilians","Civilians (Burundi)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Cibitoke","Cibitoke",-2.89,29.11,638010,20031229,83.5,"KIGOMA",29.66,-4.88,"M"
"3865",2005,"Violence against civilians","Gabra Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Marsabit District","Bubisa",-2.04,40.16,637720,20050712,73.4,"LAMU",40.83,-2.2,"C"
"15413",2008,"Riots","Police Forces of Cameroon (1982-)","Protesters (Cameroon)","Cameroon","Littoral","Douala",4.04,9.7,649100,20080901,83.3,"DOUALA OBS.",9.73,4,"C"
"14222",2009,"Riots","Protesters (Madagascar)","","Madagascar","Antananarivo","Antananarivo",-18.91,47.51,670830,20090218,82.4,"ANTANANARIVO/IVATO",47.48,-18.79,"M"
"24646",2002,"Battles","UPDF: Military Forces of Uganda (1986-)","Lendu Ethnic Militia (DRC)","Democratic Republic of Congo","Orientale","""Lopa, near Bunia town""",1.56,30.25,636740,20020215,88.9,"KASESE",30.1,0.18,"M"
"6334",1999,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (South Africa)","South Africa","KwaZulu-Natal Province","KwaZulu-Natal Province",-29,30,684760,19990526,77,"LADYSMITH",29.76,-28.56,"M"
"33876",2002,"Battles","LRA: Lord's Resistance Army","Military Forces of Sudan (1989-)","Sudan","Southern Sudan","Between Nisitu and Jabaleyn",4.41,32.56,629410,20020321,100.4,"JUBA",31.6,4.86,"M"
"21498",2010,"Riots","Rioters (Egypt)","Police Forces of Egypt","Egypt","Qina","Nag Hamadi",26.05,32.23,624030,20100108,86.69,"SOUTH OF VALLEY UNI",32.75,26.2,"M"
"27873",2006,"Battles","Black Axe Student Militia (Nigeria)","Viking 22 Student Militia (Nigeria)","Nigeria","Ebonyi State","Abakaliki",6.33,8.1,652500,20061204,91.4,"PORT HARCOURT",7.01,4.84,"M"
"21197",1999,"Battles","Police Forces of Ivory Coast (1993-1999)","Rioters (Ivory Coast)","Ivory Coast","Abidjan","Adjame",5.34,-4.02,655780,19991027,86.5,"ABIDJAN",-3.93,5.25,"M"
"14558",2000,"Violence against civilians","ADF: Allied Democratic Forces","Civilians (Uganda)","Uganda","Kibale District","Kibaale",0.8,31.06,636540,20001112,82.8,"MASINDI",31.71,1.68,"M"
"24922",1999,"Riots","Police Forces of Ivory Coast (1993-1999)","Protesters (Ivory Coast)","Ivory Coast","Abidjan","Adjame",5.34,-4.02,655780,19991201,89.19,"ABIDJAN",-3.93,5.25,"M"
"32246",2005,"Violence against civilians","Habaryoonis clan militia","Civilians (Somalia)","Somalia","Sanaag","Elafwayn",9.91,47.25,631750,20050402,96.8,"BURAO",45.56,9.51,"M"
"4816",1998,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Burundi","Bujumbura","Bujumbura",-3.37,29.35,637260,19980723,75.19,"KABALE",29.98,-1.25,"M"
"5440",2000,"Violence against civilians","MDC: Movement for Democratic Change Militia","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20000408,75.59,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"8657",2008,"Violence against civilians","FDLR: Democratic Forces for the Liberation of Rwanda","Civilians (DRC)","Democratic Republic of Congo","Nord-Kivu","Virunga National Park",0.91,29.16,636740,20080627,78.8,"KASESE",30.1,0.18,"C"
"26289",1999,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","UNITA: National Union for the Total Independence of Angola","Angola","Uige","Mucaba",-7.26,15.08,642100,19990125,90.09,"KINSHASA/NDJILI",15.43,-4.38,"M"
"18222",2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Sierra Leone)","Sierra Leone","Western","Freetown",8.48,-13.23,618320,20000622,85.09,"CONAKRY/GBESSIA",-13.61,9.56,"M"
"9294",2000,"Riots","","Rioters (Kenya)","Kenya","Central Province","Nyahururu",0.03,36.36,637140,20000106,79.5,"NAKURU",36.09,-0.26,"M"
"20637",2009,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Equatoria","Maridi",4.91,29.47,636020,20090220,86,"ARUA",30.91,3.04,"M"
"30759",1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981203,94.59,"RASHAD",31.04,11.86,"M"
"20390",2006,"Battles","UPDF: Military Forces of Uganda (1986-)","LRA: Lord's Resistance Army","Uganda","Gulu District","Patiko",3.01,32.31,636300,20060815,86,"GULU",32.33,2.75,"M"
"1536",2008,"Violence against civilians","FDLR: Democratic Forces for the Liberation of Rwanda","Civilians (DRC)","Democratic Republic of Congo","Nord-Kivu","Bwere",-0.69,29.36,637260,20080114,68,"KABALE",29.98,-1.25,"C"
"10932",2005,"Battles","Military Forces of Democratic Republic of Congo (2003-)","FRPI: Front for Patriotic Resistance of Ituri","Democratic Republic of Congo","Orientale","Kagaba",1.29,30.23,636740,20051120,80.59,"KASESE",30.1,0.18,"M"
"14963",2001,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Mashonaland East","Murehwa",-17.64,31.78,677810,20011210,83.09,"MUTOKO",32.21,-17.41,"M"
"3806",2002,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20020824,73.4,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"24589",1999,"Battles","Military Forces of Senegal (1981-2000)","MFDC: Movement of Democratic Forces in the Casamance","Senegal","Ziguinchor","Agnak",12.56,-16.12,616950,19990920,88.9,"ZIGUINCHOR",-16.26,12.55,"C"
"5874",2007,"Riots","Police Forces of Senegal (2000-)","Protesters (Senegal)","Senegal","Dakar","Dakar",14.66,-17.43,616410,20070126,76.09,"DAKAR/YOFF",-17.5,14.73,"C"
"23406",2008,"Battles","Military Forces of Burundi (2005-)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Bujumbura","Isale",-3.34,29.48,638010,20080427,87.8,"KIGOMA",29.66,-4.88,"M"
"32904",1998,"Battles","Military Forces of Guinea-Bissau (1998-2000)","Mutiny of Military Forces of Guinea-Bissau (1998-2000)","Guinea-Bissau","Bissau","Bissau",11.86,-15.63,616950,19980609,98.09,"ZIGUINCHOR",-16.26,12.55,"M"
"32124",2001,"Battles","TNG: Transitional National Government (Somalia)","Unidentified Armed Group (Somalia)","Somalia","Gedo","Garbahaaray",3.31,42.21,636240,20010129,96.8,"MANDERA",41.86,3.93,"M"
"15360",2005,"Violence against civilians","Hutu Militia (Rwanda)","Civilians (DRC)","Democratic Republic of Congo","Nord-Kivu","Talia",0.03,29.38,636740,20051026,83.3,"KASESE",30.1,0.18,"M"
"24639",2001,"Riots","Protesters (DRC)","","Democratic Republic of Congo","Katanga","Lubumbashi",-11.66,27.46,675610,20011201,88.9,"NDOLA",28.64,-13,"H"
"13022",1997,"Battles","Unidentified Armed Group (Kenya)","Kongowea Villagers (Kenya)","Kenya","Coast Province","Mombasa",-4.05,39.66,638200,19970819,82.4,"MOMBASA",39.61,-4.03,"C"
"31644",2009,"Battles","Al Shabaab (Somalia)","Unidentified Armed Group (Somalia)","Somalia","Hiiraan","Mahas",4.38,46.08,634780,20090501,95.69,"GODE",43.58,5.9,"M"
"8920",2009,"Riots","","Protesters (Uganda)","Uganda","Kampala District","Kampala",0.31,32.58,637050,20091203,79,"ENTEBBE AIRPORT",32.45,0.05,"M"
"27597",2002,"Battles","Anyua Ethnic Militia (Anyake/Anuak)","Nuer Ethnic Militia (Ethiopia)","Ethiopia","Gambela","Gambela",8.25,34.58,628400,20020811,91.4,"MALKAL",31.64,9.55,"M"
"7489",1998,"Violence against civilians","MPLA:  Popular Movement for the Liberation of Angola (1961-)","Civilians (Angola)","Angola","Cabinda","Cabinda",-5.55,12.19,644000,19981002,77.9,"POINTE-NOIRE",11.89,-4.81,"C"
"15805",1997,"Battles","Hutu Rebels","Military Forces of Burundi (1996-2005)","Burundi","Muramvya","Colline Ngara",-3.38,29.7,643900,19970619,83.8,"BUJUMBURA",29.31,-3.31,"M"
"28858",2006,"Battles","Military Forces of Nigeria-Joint Task Force (1999-2007)","Unidentified Armed Group (Nigeria)","Nigeria","Delta State","Niger Delta",5.32,6.47,652500,20060124,92.3,"PORT HARCOURT",7.01,4.84,"M"
"4857",1999,"Riots","Protesters (Burkina Faso)","Police Forces of Burkina Faso (1987-)","Burkina Faso","Kadiogo","Ouagadougou",12.37,-1.52,655030,19991202,75.19,"OUAGADOUGOU",-1.51,12.35,"C"
"34776",1997,"Riots","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Southern Kordofan","Kaduqli",11.01,29.71,627720,19970608,104,"AROMA",32.66,13.16,"M"
"35411",2009,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20090320,108,"KHARTOUM",32.54,15.6,"H"
"34462",2008,"Violence against civilians","Civilians (CAR)","Unidentified Armed Group (CAR)","Central African Republic","Northeast","Koui",6.71,18.1,646100,20080314,102.19,"BOSSANGOA",17.43,6.48,"H"
"21213",2000,"Battles","SPM: Somali Patriotic Movement","JVA: Juba Valley Alliance (Somalia)","Somalia","Kismayo","Bulo Haji",2.68,42.2,636710,20000920,86.5,"WAJIR",40.06,1.75,"C"
"16450",2001,"Battles","UPDF: Military Forces of Uganda (1986-)","LRA: Lord's Resistance Army","Uganda","Pader District","Bolo in Awere",2.71,32.83,636300,20010331,84.19,"GULU",32.33,2.75,"M"
"19134",2001,"Battles","Orma Ethnic Militia (Kenya)","Pokomo Ethnic Militia (Kenya)","Kenya","Tana River District","Kipini area",-2.51,40.54,637990,20011118,85.59,"MALINDI",40.09,-3.21,"M"
"6575",2005,"Violence against civilians","Iduwini National Movement for Peace and Development","Civilians (Nigeria)","Nigeria","Bayelsa State","Iduwini",4.75,6.08,652500,20050617,77,"PORT HARCOURT",7.01,4.84,"C"
"16306",2000,"Battles","Military Forces of Burundi (1996-2005)","Hutu Rebels","Burundi","Kirundo","Buhoro",-2.46,30.37,643870,20000610,84.19,"KIGALI INTL",30.13,-1.96,"M"
"18528",2007,"Riots","Protesters (Madagascar)","","Madagascar","Toamasina","Toamasina",-18.16,49.38,670950,20070420,85.09,"TOAMASINA",49.4,-18.11,"M"
"29260",2008,"Battles","AOG: Armed Opposition Group (Somalia)","Military Forces of Ethiopia (1991-)","Somalia","Hiiraan","Beledweyne",4.75,45.2,634780,20080815,92.8,"GODE",43.58,5.9,"M"
"10285",1997,"Violence against civilians","Former Military of Rwanda (1973-1994)","Civilians (Rwanda)","Rwanda","Kibuye","Kivumu",-2.04,29.59,643870,19970526,80.59,"KIGALI INTL",30.13,-1.96,"M"
"9767",2003,"Battles","Lendu Ethnic Militia (DRC)","UPC: Union of Congolese Patriots","Democratic Republic of Congo","Orientale","Blukwa",1.75,30.6,636540,20030725,79.9,"MASINDI",31.71,1.68,"M"
"2086",2007,"Battles","Military Forces of Democratic Republic of Congo (2003-)","CMPD/CNDP: National Congress for the Defense of the People","Democratic Republic of Congo","Sud-Kivu","Numbi",-1.78,28.89,637260,20070904,69.8,"KABALE",29.98,-1.25,"M"
"32013",2007,"Riots","","Rioters (Uganda)","Uganda","Gulu District","Gulu",2.76,32.3,636300,20070307,96.4,"GULU",32.33,2.75,"H"
"13929",2005,"Violence against civilians","Mutiny for Military Forces of Democratic Republic of Congo (2003-)","Civilians (DRC)","Democratic Republic of Congo","Nord-Kivu","Goma",-1.66,29.21,643870,20051108,82.4,"KIGALI INTL",30.13,-1.96,"M"
"3647",1998,"Battles","Military Forces of Burundi (1996-2005)","CNDD-FDD: National Council for the Defense of Democracy","Burundi","Bujumbura","Bujumbura",-3.37,29.35,637260,19981105,73.4,"KABALE",29.98,-1.25,"M"
"29566",2004,"Battles","Military Forces of Ivory Coast (2000-)","FNCI: New Forces of Ivory Coast","Ivory Coast","Savanes","Korhogo",9.44,-5.63,612970,20041105,93.19,"SIKASSO",-5.68,11.35,"M"
"34679",2008,"Battles","Military Forces of Chad (1991-)","JEM: Justice and Equality Movement","Chad","Ouaddai","Adre",13.46,22.2,627700,20080601,103.09,"GENINA",22.45,13.48,"H"
"33486",2005,"Violence against civilians","Civilians (Mauritania)","Police Forces of Mauritania (1984-2005)","Mauritania","Trarza","Nouakchott",18.11,-16.04,614420,20050410,99.3,"NOUAKCHOTT",-15.94,18.1,"M"
"27791",2005,"Battles","Guere Ethnic Militia (Ivory Coast)","Dioula Ethnic Militia (Ivory Coast)","Ivory Coast","Moyen-Cavally","Duekoue",6.73,-7.34,655600,20050501,91.4,"DALOA",-6.46,6.86,"M"
"23495",2009,"Riots","Rioters (Somalia)","TFG: Transitional Federal Government (Somalia)","Somalia","Sanaag","Ceerigaabo",10.61,47.36,632100,20090326,87.8,"BOSASO",49.18,11.28,"M"
"35586",2008,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20080723,110.3,"KHARTOUM",32.54,15.6,"H"
"15911",2005,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Harare","Highfield",-17.88,30.99,677750,20050327,83.8,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"15158",2000,"Battles","SNAT: Swaziland National Association of Teachers (Swaziland)","Police Forces of Swaziland (1986-)","Swaziland","Hhohho District","Mbabane",-26.31,31.13,683960,20001114,83.3,"MANZINI/MATSAPA AIR",31.29,-26.53,"M"
"24524",2009,"Battles","Luach Ethnic Group","Awan Ethnic Group","Sudan","West Bahr Al-Ghazal","Tonj",7.27,28.68,628800,20090828,88.69,"WAU",28.01,7.69,"C"
"33706",2000,"Riots","Protesters (Burkina Faso)","","Burkina Faso","Kadiogo","Ouagadougou",12.37,-1.52,655030,20000501,99.9,"OUAGADOUGOU",-1.51,12.35,"M"
"27911",2007,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Somalia","Hiiraan","Beledweyne",4.75,45.2,634780,20071016,91.4,"GODE",43.58,5.9,"M"
"3079",2009,"Battles","Borana Ethnic Militia (Ethiopia)","Turkana Ethnic Militia (Kenya)","Kenya","Isiolo District","Gambela",0.34,37.58,636950,20090716,71.8,"MERU",37.65,0.08,"M"
"28846",2005,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","East Equatoria","Torit",4.41,32.56,629410,20050903,92.3,"JUBA",31.6,4.86,"M"
"4370",2008,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Harare","Glen View",-17.91,30.94,677750,20080402,74.09,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"2682",2000,"Battles","OLF: Oromo Liberation Front","Military Forces of Ethiopia (1991-)","Ethiopia","Borena","Moyale",3.56,39.08,636190,20000720,71.59,"MOYALE",39.04,3.58,"C"
"33274",2008,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","Kordofan","Kordofan",13.08,30.35,627710,20081019,98.59,"EL OBEID",30.23,13.16,"M"
"6548",2004,"Riots","Protesters (Madagascar)","","Madagascar","Antananarivo","Antananarivo",-18.91,47.51,670830,20040421,77,"ANTANANARIVO/IVATO",47.48,-18.79,"M"
"8428",2004,"Battles","Mutiny of FNCI: New Forces of Ivory Coast (Ibrahim Coulibaly)","FNCI: New Forces of Ivory Coast","Ivory Coast","Bouake","Bouake",7.68,-5.03,655630,20040620,78.8,"YAMOUSSOUKRO",-5.34,6.9,"C"
"25838",2008,"Violence against civilians","Military Forces of  Uganda (1986-)","Civilians (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,629410,20080722,89.59,"JUBA",31.6,4.86,"C"
"33207",2005,"Battles","Rioters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20051106,98.59,"KHARTOUM",32.54,15.6,"M"
"1225",2009,"Battles","Military Forces of Democratic Republic of Congo (2003-)","FDLR: Democratic Forces for the Liberation of Rwanda","Democratic Republic of Congo","Nord-Kivu","Walikale",-0.66,28.75,637260,20091216,66.9,"KABALE",29.98,-1.25,"C"
